version, nprocs, mean_field_time, stdev_field_time, mean_advance_time, stdev_advance_time, mean_init_time, stdev_init_time
fieldsLocal, 1296, 3.1566, 0.7965116446104225, 9.064, 2.055463451389978, 7.5920000000000005, 3.064534222357454
fieldsLocalBufferPacking, 1296, 2.2318, 0.2042882767072061, 7.374, 0.2437826901156026, 8.975999999999999, 0.12012493496356237
fieldsImplicit, 1296, 3.4494000000000002, 0.12036735437817009, 9.936, 0.08648699324175892, 13.491999999999999, 0.14446452851824906
